residence_type,num_tenants,season,num_appliances,num_occupants,size_value,size_unit,solar_kwh,daily_kwh,monthly_kwh,hourly_kwh
town house,100,autumn,58,1,51.88980920414163,m2,54.97966895603735,1.6452413608489234,50.9535059636823,0.0565508657778665
detached house,70,summer,96,8,160.16535680746094,m2,37.65191152939632,35.21179784780031,1081.5355167049165,1.4484703959673908
detached house,54,summer,73,16,200.97897032351267,m2,1.9070149286041893,68.99984022047889,2039.7104510918055,2.847911535245564
cottage,99,autumn,89,70,91.74231421811726,m2,30.659964873696627,79.9620805538237,2378.2398741409525,3.42060089855123
town house,81,summer,44,30,100.05147337637388,m2,5.147936869763214,66.24342471751936,1957.5916333885923,2.6781893526685283
town house,46,autumn,29,8,1239.768390131152,ft2,34.42504109717051,4.827914775924136,146.37601129691453,0.21913473675847656
cottage,2,autumn,52,2,318.7899356432209,m2,30.53770309924875,25.070573214807183,759.1034592021872,1.0326427186898124
detached house,10,spring,82,48,315.3765011521554,m2,4.970762730163321,106.92625596910129,3212.600616657097,4.38409066014712
cottage,45,summer,93,85,1848.0288537840345,ft2,48.95163558700637,129.79524781221727,4014.7851680837516,5.367181509115897
cottage,57,winter,69,34,1009.3842091883628,ft2,15.73903062997666,77.58736457659397,2323.318762649942,3.2486545570533734
apartment,4,spring,71,7,71.03610247348362,m2,32.48906185000194,10.979876565323764,335.62677069390577,0.4142751959056858
detached house,13,spring,52,23,669.9228814726553,ft2,38.34233259783206,18.808698092784347,570.208069441369,0.7966739502770166
detached house,71,spring,32,50,174.7733228327677,m2,57.738272014509995,41.204281077189705,1237.6270270858768,1.803302706317222
town house,76,summer,43,19,46.85070032881418,m2,29.628701572790757,24.61982576892644,716.0476957094046,1.034356107566135
apartment,3,spring,50,98,1651.6685546940782,ft2,55.03894633727541,97.23934539893102,2947.809788007648,3.978963767695901
detached house,51,spring,82,77,4152.366443927762,ft2,21.291440480861933,136.66568856299423,4138.946367646444,5.652063877032415
town house,9,autumn,56,35,217.7767077757143,m2,51.446232098999694,33.612037022413084,983.143612308742,1.386231255663282
detached house,73,autumn,80,96,334.3785230290199,m2,14.149573617085005,141.00949077374034,4313.738363188073,5.857783692956115
apartment,84,winter,3,33,77.82839998129765,m2,42.44878574612507,29.263423160661358,875.9709626139344,1.2269099906166858
detached house,87,autumn,76,15,129.1891494915908,m2,5.316719625299791,46.91958155687584,1391.0854558678047,1.97060471197373
apartment,60,autumn,51,94,4092.679294331542,ft2,59.163021401019556,98.98920528453962,3033.813122834908,4.211076617945094
detached house,63,spring,100,96,171.91420186558872,m2,57.23618399174208,110.32191075638995,3275.0980926354187,4.596560298261854
detached house,93,spring,48,32,269.91026752587925,m2,26.532818311042664,59.6130631276151,1802.919691654358,2.4262679079735
detached house,62,autumn,48,60,391.16690829015806,m2,31.436113079415215,89.96668363504489,2720.2173163283974,3.8063021246392985
cottage,45,spring,13,18,233.79146984237215,m2,35.866491739081326,24.11992172212108,702.0250822737651,1.068147967260763
detached house,76,autumn,81,65,142.9780012146323,m2,16.502253581380202,87.64927703709982,2615.951158129587,3.6636753645794577
town house,60,spring,71,70,2441.4812083814627,ft2,40.468286112309755,92.24343549132911,2716.159383744919,3.831156759044932
apartment,85,winter,87,71,50.21576375241794,m2,41.91371679627096,111.81993918362838,3287.4101948784482,4.690291452778635
apartment,53,autumn,10,57,71.57685341429573,m2,31.504589539516537,45.94101853095177,1392.468769922581,1.9036551147723475
apartment,87,summer,22,71,32.653308869339874,m2,8.864441549113062,100.2025201493806,2908.1597048970875,4.072319559785318
cottage,5,winter,88,56,357.1577153790516,m2,55.151156633496,126.53670684623643,3914.8126236952126,5.300536499408475
town house,4,autumn,5,82,278.3737586928504,m2,6.902704940736917,105.49630077746566,3142.817299534883,4.440291772909799
cottage,10,summer,51,18,140.38201309911682,m2,37.750330122630686,26.65324717880955,788.8723367885619,1.1826063273026977
town house,56,summer,41,49,111.8297251067027,m2,6.185315796585307,86.02709243148762,2653.071125989185,3.5479242624976894
cottage,71,spring,94,42,282.7383424283786,m2,8.766042547975356,98.76391173096978,2960.284729168048,4.126471254583471
apartment,22,summer,86,54,3985.0905134447166,ft2,1.2322988417297398,144.03018866638956,4353.838235073201,6.013647838992214
apartment,16,spring,90,15,140.68146368928095,m2,21.801845031405573,40.333581988972085,1225.8061841246636,1.684835044192361
cottage,87,spring,29,33,148.97687047310927,m2,38.37495386532227,32.95239079905031,1013.0495028335754,1.378759085208074
cottage,76,summer,59,96,346.06906832169597,m2,31.29265318397232,168.2002358748114,4921.452106949723,7.010199962219324
cottage,65,winter,71,11,360.54905187698836,m2,40.47234907490915,66.3240265537144,1934.227905294307,2.7740885764839076
apartment,49,winter,97,64,3963.2038763766304,ft2,40.50113165225717,153.51408927568622,4757.005801116051,6.433454438186693
detached house,43,autumn,1,67,138.46705696247707,m2,8.41042463965432,74.04668102639464,2148.6693818160593,3.1462927523289923
town house,3,winter,98,48,74.5156500106491,m2,3.4402442053029336,113.80589046627206,3461.5642926392898,4.704095481726654
detached house,19,autumn,36,4,192.79910163946056,m2,37.52148842608019,2.871706210635422,86.78908049850875,0.11103935770373347
cottage,90,autumn,13,4,1500.844968431988,ft2,39.19345829851456,0.2,6.021020408683667,-0.012797072661049532
detached house,34,autumn,62,28,357.03066672037926,m2,33.40222410850227,50.63182582475855,1547.8987576328618,2.0813757915049367
detached house,71,spring,79,11,43.554928467311605,m2,14.745747979444243,27.06741314990481,838.6823319747451,1.0470073104807323
detached house,71,winter,13,10,264.53577376542074,m2,48.64591301893523,23.218589192745792,675.5163318460918,0.9686523391570562
apartment,31,autumn,5,17,365.28710532680213,m2,4.541160929775425,54.58011385056137,1649.9055901724923,2.2981374289173213
apartment,21,spring,90,20,4212.652290219308,ft2,37.93870735928156,59.60225777194121,1813.908610117166,2.475672419569274
cottage,70,spring,94,84,270.548321740276,m2,7.224692152762328,142.37727576491787,4216.058607107265,5.931938595385057
town house,10,spring,16,64,381.4714940982806,m2,39.266862985993775,88.59389747130372,2727.42716665135,3.7123342410331115
town house,50,winter,91,4,57.994001171274896,m2,25.06354726940979,32.94239199486036,985.4382424947133,1.4431556512106964
detached house,89,autumn,91,63,1753.7968420676266,ft2,43.08618332626028,71.75275182069346,2104.433367320685,2.9687097660527426
detached house,72,spring,100,14,33.22443801089146,m2,3.1315321486160808,46.87899490438535,1439.5984115341405,1.8947108486326951
town house,77,autumn,22,43,393.03799571060284,m2,33.30497930882208,63.2786500471465,1954.4149720779276,2.6320884112814236
cottage,9,autumn,58,4,3918.15977033765,ft2,8.692673932804777,46.93361851864795,1370.4161274720566,2.049745501445495
apartment,20,autumn,100,10,40.3794458118345,m2,40.94289789662842,9.496365016981734,289.67105727403225,0.3376368477861528
cottage,28,spring,91,14,395.1334259401032,ft2,7.197337878700944,38.89541644218666,1144.6932120142587,1.6531491365367916
detached house,30,winter,61,44,1784.4279820819077,ft2,4.414999377115549,108.44092444532464,3146.2447359111175,4.576267513352783
detached house,20,autumn,20,47,125.65904771263367,m2,42.78736789101676,30.87768187264637,911.5470757360831,1.168293367057219
cottage,98,autumn,9,36,343.36494257972583,m2,3.8119160740969393,71.83574754380308,2206.0628529615533,3.013667273838886
detached house,17,autumn,26,63,89.37922921058905,m2,13.471849075890965,68.34928417863823,2001.428875011975,2.8780573726302476
detached house,71,winter,7,73,3471.796402692241,ft2,49.484111827540325,120.4700247724571,3525.1140855448834,5.006217605450052
town house,59,autumn,20,73,2531.1355822367996,ft2,48.58129846849358,63.84400184685394,1945.8435797978761,2.6278448155644285
cottage,62,winter,8,58,1825.936249850333,ft2,51.24754546684656,74.53906158787214,2222.212118299882,3.076261115201807
apartment,22,autumn,77,55,83.91631184135014,m2,19.565993375322822,69.92309103619417,2048.5348503845184,2.8970337017143093
detached house,31,autumn,59,50,399.14578320507826,m2,31.682881725012557,80.51435187542555,2371.952866874473,3.339659859891676
cottage,61,spring,52,24,258.6548647409686,m2,46.40084115636912,36.97191384599091,1130.941409358589,1.5159575581117828
cottage,30,autumn,81,49,192.57142605015787,m2,8.219130900664828,80.78874187954473,2443.5797173099445,3.3489738156802416
cottage,70,summer,42,2,167.3171959245107,m2,43.46345275294309,7.646838380456675,233.39571171895415,0.3781578570446929
cottage,4,autumn,41,97,3930.114693103737,ft2,5.849180963679277,135.8776664292261,3967.0227255534005,5.6008479956053305
detached house,8,winter,21,38,333.84096903058156,m2,54.79503651761206,71.20750205603021,2130.2584829506704,2.8795263311710126
cottage,73,summer,45,76,330.1387416962428,m2,38.23861095069755,129.7474627066017,3969.5214455843497,5.466483534803453
town house,62,autumn,18,96,257.99343499608534,m2,29.59831876138535,105.15972825805109,3105.5335063920497,4.372054456118432
cottage,5,summer,59,50,358.54393559744665,m2,29.08375528002985,107.26021082097758,3146.840602641543,4.449763836249939
apartment,90,winter,100,87,1514.8380319813791,ft2,10.881722870694624,176.85656961374718,5263.882498387244,7.363462877719499
cottage,1,winter,54,48,290.37127001041705,m2,20.755042347279222,116.61183817402653,3459.4954101662674,4.8692904256233955
apartment,96,spring,30,14,179.64566468500024,m2,43.627419919028945,13.281901322245883,390.10200063928295,0.5272099937376602
apartment,73,autumn,69,3,251.9995591670861,m2,32.45661725126331,22.056362280394907,681.7156158698562,0.9443116513988197
apartment,99,spring,83,14,399.31661022669635,m2,31.75837224601577,63.528852057420345,1903.7180838095467,2.5989223737020697
cottage,95,summer,48,95,394.2741688498678,m2,11.714753672734764,181.25861655445757,5476.938038215191,7.5373510475432735
apartment,32,spring,26,48,2364.498843879701,ft2,41.42173871722104,56.3112318534611,1646.6650821856808,2.2355665144633083
detached house,76,winter,72,32,2608.4139080652412,ft2,23.522034063681016,90.49535822611786,2734.776076219343,3.8292517828314327
cottage,22,spring,19,45,362.0090545808014,m2,10.965200306312049,87.70345603756367,2640.8076639102865,3.645506283403838
apartment,48,spring,100,26,394.6852136301263,m2,56.627085095779755,60.13520940832536,1856.0046034002178,2.539138929933748
town house,25,winter,32,88,318.0848869716495,m2,30.407924811936308,162.8331238076683,4856.438255856272,6.808542221199492
apartment,49,autumn,36,100,54.11824944469336,m2,31.682198850741926,89.6617524315905,2740.432937394181,3.7633970403348367
cottage,88,winter,73,9,149.37670170722964,m2,58.882314612888365,17.661290288747555,522.9218754955488,0.7354983189357641
cottage,44,spring,2,72,3893.610171582338,ft2,21.984368230229606,103.38900075029572,3117.9931516280953,4.327286400899281
cottage,10,spring,21,34,314.2904271646778,m2,56.58124107374697,37.47453424574814,1156.2370609193408,1.5133747062755751
town house,33,spring,13,5,3278.9709296689884,ft2,41.6955216681288,11.019817401753818,333.3510480661366,0.40060013059492244
cottage,79,summer,40,93,277.13159527321216,m2,37.98573796468799,143.34447183605747,4360.871015077938,5.967631029827132
town house,53,winter,56,7,183.6476243639819,m2,14.065098116548835,45.71706456722292,1405.8897546466144,1.8708888712811667
apartment,57,summer,18,21,179.19928852753964,m2,3.1053403432674065,54.62572884712395,1685.2500972438522,2.3473452439593028
apartment,44,winter,35,3,329.30502040859636,m2,26.267030297108327,44.49410499355285,1308.8630531426415,1.8726782628633911
detached house,30,spring,78,48,138.69870795307622,m2,0.6102577197435055,89.61624351936642,2633.971599527295,3.6981860771342405
town house,60,summer,94,60,3050.3621293107885,ft2,4.260150646223007,141.86752755735031,4270.34767337095,5.897569959630984
detached house,64,winter,2,33,298.6971536668639,m2,35.71960534166238,65.4097704580938,2027.116338607665,2.7320574315199804
detached house,90,spring,63,8,342.48571606376566,m2,43.46830998438165,32.72459509492618,981.0933303832244,1.3601246478144782
town house,62,spring,3,12,148.3576685615958,m2,10.076899915456616,22.74409911104979,674.631144774769,0.9612580979404545
town house,100,autumn,53,94,304.4990287301348,m2,43.95002476042643,104.23501677891562,3134.8183626031773,4.3465584263445995
detached house,83,summer,88,81,69.40126210411415,m2,56.983549595685105,104.6924528449138,3049.56463559254,4.2926526977812385
town house,8,spring,80,94,81.08283971220474,m2,44.5905648435718,102.0384800633449,2995.279740835718,4.144058107597509
apartment,40,spring,24,54,184.41433486415858,m2,47.082913174501975,49.708351988204775,1456.3473847053199,2.0525008805972664
detached house,39,winter,26,55,50.43353725144149,m2,42.04275481610231,66.27208629169878,1925.5905452829218,2.7893615640757004
town house,1,spring,79,79,4097.266815303868,ft2,13.484246427285072,141.95757574394923,4321.8167120000535,5.896780537603039
town house,19,summer,82,62,3914.8515105912984,ft2,21.65339652935016,136.84077078931017,4057.45872834606,5.763526988558185
apartment,77,winter,29,44,48.105467344561966,m2,56.956017766189035,44.44416683455029,1303.8617500710045,1.8494959498079837
town house,36,summer,1,30,340.17533710014317,m2,39.67263473820712,53.383494542208005,1602.8120667803014,2.2921720758045994
apartment,15,spring,45,49,218.28344441330938,m2,47.341484036044335,57.00349692645864,1689.9763352707182,2.4327408772323253
town house,29,winter,62,7,289.72626869821346,m2,58.12167713068064,34.2686781874797,1020.7280664557913,1.4804259344037107
town house,28,spring,45,20,358.1645326403293,m2,13.886215230759944,64.53079247451197,1912.1160181726898,2.628607438060982
town house,18,winter,94,74,243.48056021874848,m2,19.30120003959321,160.86553006269577,4666.381992115869,6.70358745267765
detached house,11,summer,82,87,73.04102710531289,m2,38.688099170069975,119.47335523285714,3629.20121962436,5.03919514240983
apartment,77,summer,79,11,30.954085880036914,m2,1.4614484270404393,46.29154031578971,1352.7027346756852,1.9424314160624732
detached house,83,autumn,3,10,213.86096693303523,m2,34.273144640022345,7.0364565233024,207.1412110744613,0.32090368372088174
town house,50,winter,86,9,4103.375444130041,ft2,48.52130277086993,66.35451242925932,1949.5376497138325,2.695376985963357
cottage,62,summer,76,80,241.87009249688248,m2,36.62660242944751,133.42600819137326,3957.780268516952,5.655356504504288
cottage,92,spring,40,32,167.9874810926448,m2,17.72359703376665,53.85512287920937,1579.0534949255525,2.2043947331721196
apartment,85,summer,59,33,41.44114631993794,m2,43.4462450001637,35.65749437424112,1058.8102236857185,1.3860076751725368
cottage,4,autumn,83,2,3966.9589183657595,ft2,8.761897480796733,51.29297155621521,1512.4516774705558,2.1196508612843803
cottage,96,summer,91,98,1625.8674587201233,ft2,53.686408156711,137.8583338813912,4014.769709580963,5.621723052481912
town house,7,autumn,56,44,290.76763848658555,m2,6.054901862427324,82.00494866943554,2520.924455926276,3.3626166039869223
cottage,3,autumn,5,80,286.867764781242,m2,51.809468025746085,71.3630427209007,2113.142634107291,3.1013857050260847
town house,41,summer,62,71,123.93676970643672,m2,29.86856566417395,107.94644529087125,3151.0176514372956,4.478766514911141
town house,75,winter,69,15,53.59767739046838,m2,25.71882020926811,37.1391725531978,1115.7741204006309,1.4760761646509188
apartment,9,spring,6,81,172.4501401085821,m2,30.03970563452588,86.89191850775175,2541.288929317007,3.6217614988179623
cottage,30,spring,82,56,147.33847511976396,m2,12.012378185575272,92.63265806568445,2829.574440271764,3.8148038988185866
cottage,27,autumn,21,61,289.09486758276057,m2,27.461134773528816,73.04980120767425,2127.440748047449,3.0869676769701235
town house,40,spring,90,21,3587.823034715138,ft2,50.98318895391951,49.678251323567544,1486.833891374047,2.0254498995126786
apartment,99,spring,56,85,112.30480443491963,m2,48.057314533127936,88.58622507098782,2736.2205504737685,3.704629396797917
detached house,34,spring,33,94,225.44549581728364,m2,9.782912069479757,130.51777440269743,3826.5120318430236,5.38088764826877
cottage,21,autumn,6,41,45.025088533619815,m2,40.405258687743704,18.434708659669557,542.0308969142891,0.8980642680590926
apartment,13,spring,2,10,109.2746544853809,m2,51.41023589792552,0.2,6.040185964558087,0.033514519334699046
apartment,20,winter,75,85,311.8517939691707,m2,49.186055317128556,157.72558923963322,4883.138209571821,6.5646242617772605
cottage,14,summer,38,89,3482.744137228688,ft2,25.537946597830885,149.1331149839927,4439.942108563809,6.199231878468131
apartment,58,autumn,85,51,3415.0635768184793,ft2,2.8855704207669497,103.20267576095821,3126.7614154554335,4.272431490877457
detached house,43,winter,24,58,82.68353224565995,m2,55.87016537842495,65.67140961842586,1924.4766313779662,2.6982630601107016
town house,50,summer,93,23,2517.495120322427,ft2,23.75310695088372,71.14768154238382,2154.5506026885037,2.9250668946236
detached house,84,autumn,95,7,186.40211334405168,m2,21.658598235380627,35.05044678538769,1034.1747933010183,1.5443517252475847
apartment,59,spring,11,95,396.8499298141835,m2,45.57089666872878,118.40775906986049,3579.061035562683,4.906025930024792
detached house,16,summer,65,49,272.0058515515843,m2,15.838332929521354,106.78350139055723,3115.6566487995287,4.342841612607963
detached house,38,autumn,94,28,376.0247738164198,m2,50.08487539003752,50.48366308021691,1517.0309477649362,2.0451875756317097
apartment,32,summer,33,70,83.7796128531219,m2,4.5630936491589384,111.0663980951833,3273.660980056642,4.6741528182992615
apartment,83,winter,7,3,196.82311104708475,m2,44.44267204297265,2.10326477534021,63.8623062903773,0.07501982947627525
apartment,31,summer,88,8,315.4948120391714,m2,57.947369426491896,36.53004408057776,1113.9960988953985,1.5153810900172549
cottage,14,spring,48,25,1787.9655056483534,ft2,59.74612781245041,16.083087750373878,493.6910462484643,0.7286193788365329
cottage,74,summer,3,46,264.0281435768493,m2,55.42826160384998,58.24628707319387,1804.7490162189602,2.388070298591129
detached house,43,spring,85,37,2360.847376061639,ft2,52.24574432437856,51.97764075500684,1555.1039373270203,2.1973559175651634
cottage,10,spring,68,19,397.0138814106572,m2,16.732813467463814,69.60343813308927,2111.851059920559,2.8667490980560064
apartment,69,spring,8,36,1015.3906744048292,ft2,57.998901757785845,13.934079103238671,404.6017290331868,0.609380461139228
apartment,22,spring,26,34,376.07901727214727,m2,55.67379562886117,43.632217387017796,1344.3162126062914,1.7984522952539252
detached house,87,summer,2,53,178.5812529072198,m2,32.0623504215112,71.37789558427498,2157.8598718405183,2.96200152393534
apartment,84,spring,96,57,203.15739755959896,m2,24.124659263620774,96.44181905405203,2878.0833050683145,4.059415810127732
apartment,37,winter,3,89,2428.1529871510306,ft2,6.556035213491294,157.60183376582785,4707.350148582897,6.604144313960285
apartment,56,spring,80,81,128.18562329042453,m2,35.438044669507484,101.97449638756804,3111.852843842614,4.240665950211772
detached house,57,spring,52,30,386.5532537659934,m2,42.03275691133186,59.36133358725209,1820.4304558600354,2.4498077159690976
apartment,66,winter,59,91,3953.0506650686425,ft2,24.23979499089174,191.3740059111644,5859.0696972772275,8.053874292189267
cottage,7,autumn,82,53,389.9748870782042,m2,24.361773637831913,90.7084221615238,2723.1728991997593,3.80898413063839
apartment,33,summer,90,19,4293.297759141507,ft2,34.39868344285823,80.9002844568729,2406.1599863582455,3.351288095270143
detached house,18,summer,13,35,277.82603521695967,m2,1.667045754429708,83.55376953095751,2581.0660721700924,3.4487528456254086
cottage,70,autumn,2,75,197.12363344812553,m2,57.47195378320494,55.62138324960169,1683.5702238863673,2.3688025107471775
cottage,7,spring,13,83,344.7715435536328,m2,17.394342425802563,120.15710228004863,3615.2036026602395,5.012315932638018
detached house,52,winter,69,38,38.807804799445265,m2,8.453451706132807,82.95529166820907,2504.9709014120995,3.448292836419074
cottage,73,autumn,57,16,338.7294965439963,m2,0.32930376807542405,64.8958654359095,1963.7315619570618,2.7097431519410256
town house,95,summer,9,20,213.99582895807245,m2,51.4134924831428,20.9549959527957,637.5797614320923,0.890014675098337
apartment,29,winter,24,11,279.0914100208646,m2,51.792442547980144,28.996676320652274,872.9846483942108,1.2053603893223062
town house,1,winter,54,70,1812.6114624579166,ft2,5.718396271062607,142.45969278717865,4380.73680057943,5.99600487614126
cottage,73,spring,74,51,1791.0139277603726,ft2,9.13447817332806,90.36518453784052,2775.9668188426726,3.828182946220621
cottage,1,winter,35,46,41.73534654002846,m2,26.87413387546608,62.66237084342165,1872.6345920668505,2.637526524435992
cottage,7,winter,95,68,186.80208925873492,m2,11.142250383978936,150.61407308686057,4418.575940137858,6.3443223281439725
cottage,100,spring,100,83,181.09105230515212,m2,44.14926821020541,111.05509378866924,3348.6788286246515,4.627720412934796
cottage,87,autumn,77,80,1218.181411700229,ft2,3.4823847423433407,106.75850773309939,3228.535174407247,4.4827877057960395
detached house,71,spring,46,14,1307.9191329635637,ft2,32.98255994315196,20.220353132285638,607.556080451423,0.892737529788832
town house,84,autumn,88,59,246.13164476372933,m2,22.967493906834246,90.37295715078204,2781.78405848957,3.8164917952834156
apartment,8,summer,73,89,147.57543373961613,m2,27.896789021535092,136.70586688060285,3989.9029692854274,5.741877744078702
apartment,9,autumn,52,78,3629.519028840804,ft2,25.485427061736104,101.95350769010987,3015.2583724991773,4.279622280125329
detached house,31,summer,45,33,766.5251879607182,ft2,9.18955095207922,59.644060299781984,1832.956192295688,2.5830255849394868
detached house,3,summer,84,40,243.72863023276614,m2,13.216889118513738,103.67267559559407,3201.290575574495,4.292710027219812
apartment,89,spring,56,90,960.31935504201,ft2,3.8884619346255955,122.24630793964624,3649.278465932355,5.085835124773916
apartment,6,spring,19,4,225.44903196064374,m2,6.917134517944275,28.02648907159058,823.5664519796723,1.157044854150434
detached house,55,summer,100,53,234.4419781716179,m2,58.673689345134896,88.25537374240699,2633.5985121486865,3.6589038820287674
detached house,86,spring,7,12,2880.9634136090312,ft2,16.787208700635116,35.639123843857796,1066.0493363556425,1.385524891323328
detached house,74,summer,70,90,188.14723049097068,m2,18.421532360373853,151.3599290056035,4546.72190954684,6.375406948852225
apartment,24,autumn,66,4,218.50563349782414,m2,7.626379825927263,35.6045054789458,1052.0670703825074,1.432219038670428
detached house,48,winter,59,3,1043.588129017131,ft2,45.30985226980509,10.20512642156249,302.3294706502571,0.43370434633574195
apartment,55,autumn,6,33,2166.9448715589588,ft2,55.448568611236915,15.6378461598912,474.00149568348013,0.5804838644450557
town house,77,winter,50,21,168.0212439648875,m2,47.38503222399906,39.031816941220924,1180.462202249052,1.657361492420192
town house,43,spring,90,50,276.46850872213156,m2,36.75694976605031,82.4578202719268,2500.467848271819,3.396472709533274
apartment,29,summer,24,30,2054.659566361687,ft2,48.79397493663457,38.073310449791805,1132.8549796306143,1.529589839202539
apartment,80,summer,70,36,318.3564108626815,m2,24.253813975971504,94.22262852776852,2795.8599227244927,3.935660028547774
apartment,89,spring,86,57,2019.4942732986674,ft2,51.56984130484125,69.18503829852767,2055.008543763395,2.847673200081188
cottage,49,winter,96,57,117.2353340003647,m2,47.91113097829092,98.37336741320887,3039.9685227468167,4.070182354079384
cottage,3,winter,52,94,131.26482601467632,m2,0.10347865537914114,172.5814762405425,5141.286777730717,7.199484324115918
cottage,51,autumn,32,49,46.755533283905535,m2,29.26764809505102,39.048475339118966,1179.742876695735,1.6670192784783444
apartment,89,autumn,70,57,2473.224329917621,ft2,15.87699456475357,83.42766717716876,2506.641522947454,3.4352327746551126
town house,99,winter,49,68,3632.0240147586087,ft2,5.173974982061729,162.04677304243395,4983.334253733163,6.702389253068507
detached house,41,winter,63,18,314.57133152250094,m2,50.77176256486649,56.87773315407968,1691.4433152631561,2.371079731420767
apartment,16,summer,75,67,191.9821025452344,m2,0.47698105806733837,134.9083086500178,4029.4803362463017,5.648142156096979
detached house,58,winter,72,87,1103.995903291277,ft2,43.80981012332162,139.61923747845117,4284.298478777016,5.8906059878618295
cottage,84,winter,25,32,349.4892440200575,m2,59.29152725983117,64.40546384120707,1888.491550975745,2.629994513468943
cottage,95,summer,76,18,51.00898259667531,m2,28.921186002374142,35.50184061439518,1071.750478450806,1.4633450038696134
detached house,6,autumn,55,35,1912.8812667505117,ft2,22.274431796486077,50.46475697015874,1503.8404931528362,2.1614875083437104
cottage,30,spring,94,28,3734.514522481103,ft2,36.3499772684828,68.40479820664349,2118.6048933168468,2.9488546520837478
detached house,48,winter,66,59,1888.8020229653798,ft2,48.28186965886033,101.69487902803603,3095.873632794616,4.18763207620273
apartment,10,summer,90,87,73.61392418007517,m2,14.41511962651673,141.5112368161076,4106.813527278823,5.859360938014151
detached house,89,summer,98,60,128.40131512794457,m2,15.042085749212173,117.26296177229484,3597.5042831903784,4.905011745242779
town house,12,winter,100,13,2712.623849013389,ft2,36.43068084521081,69.2239144963795,2104.847217185183,2.855442613572825
apartment,67,autumn,75,32,86.25328584699122,m2,56.39278925125832,20.552399100127364,619.0777591369482,0.8183883747798092
apartment,92,spring,60,69,272.32607093167167,m2,17.906398545525807,109.5914021367731,3229.905963479583,4.578531952683991
town house,69,winter,12,34,2067.962439789037,ft2,22.605279793740785,67.24743155923356,1970.2578376756637,2.879447312655054
cottage,77,spring,39,59,153.7241153035931,m2,59.59999808761737,49.84936133827759,1508.28211255754,2.011582607673264
cottage,27,summer,48,70,1282.438971761629,ft2,10.573329912390948,115.11720239266084,3439.6882562395335,4.871466805083178
detached house,83,autumn,79,33,334.6320947669825,m2,4.618090102518244,81.08633775660152,2491.2350662524877,3.349858945595919
apartment,42,summer,59,65,1902.7303807353753,ft2,35.385314332836366,99.59585806659713,2940.542525662919,4.1671170155044575
apartment,7,winter,44,40,303.2373282743042,m2,1.4560193052979797,117.03000829807785,3543.0881779415117,4.955792881808336
town house,37,summer,15,14,192.93142127583224,m2,10.825993876489362,42.106683281470836,1242.0497250254557,1.770711316343057
apartment,35,autumn,72,38,688.7921719224179,ft2,37.33255084142808,36.19304041996722,1095.658671706127,1.4931687984220081
cottage,53,autumn,44,45,192.98721081188634,m2,39.570744041479976,48.023906534567494,1397.3366866608865,2.036904886741716
cottage,27,summer,4,1,2344.859460967167,ft2,30.625514978857183,9.358170593099288,278.7182770453053,0.3812654645958483
cottage,47,summer,29,90,199.40161159254944,m2,23.024882773762997,136.17885665918632,3996.219102576574,5.700186579945828
apartment,43,winter,88,53,3573.7213367368204,ft2,34.5718550653109,131.71756957044602,3979.433824148262,5.47799801551636
town house,33,spring,12,4,3950.5182733164793,ft2,38.60314518199432,21.478895283870724,636.4939006075884,0.9380116150107322
cottage,70,summer,41,87,321.10810982808255,m2,48.20892277749904,135.26180045184827,4131.309995052169,5.566196767532834
town house,31,autumn,52,86,245.6293038180551,m2,47.56504969259085,88.2952311592642,2580.797974706095,3.6282918837646583
apartment,77,summer,9,2,230.33648540530956,m2,39.88804593089687,7.620134738635011,229.46074444704342,0.2470591928663948
town house,26,spring,17,17,2890.196561421631,ft2,53.65395499370794,16.66892155197314,503.19066445625606,0.6917169265390638
town house,87,autumn,95,37,1469.244369746602,ft2,50.28151521572513,38.76353680370164,1125.8562334733706,1.5386704558804132
detached house,37,spring,60,51,3556.2181315459507,ft2,7.994760493076411,103.786558689391,3017.2798681746685,4.28984836663795
cottage,5,summer,22,73,347.03382571335453,m2,57.400766479409,105.24237082273099,3116.9086068964143,4.3297233540520175
detached house,15,summer,17,43,128.8703503772773,m2,53.50453813907522,39.145504304210114,1182.9047552922686,1.7050464908190293
detached house,81,winter,43,62,3918.525096195265,ft2,19.255630770477588,144.6897897156549,4474.569364901996,5.979207220543496
cottage,88,winter,73,2,3703.121620151308,ft2,1.2110651164223674,80.52297580422679,2349.7866150790564,3.2907967066966157
apartment,22,spring,74,66,187.06010396852878,m2,36.23855680549725,87.75504424995026,2668.3084438046217,3.668877103769549
town house,61,spring,20,92,366.33007477431585,m2,26.305054611983284,131.85000618208227,4006.319429249018,5.578091315314844
apartment,58,spring,73,53,74.562427710258,m2,44.97399975516792,56.57138022190155,1716.316190391155,2.351337488616947
town house,14,winter,90,46,40.35502690729314,m2,31.475985870517352,81.9701942404738,2461.7530286579376,3.4134887946958883
detached house,46,autumn,23,30,158.7107254698001,m2,4.589426115056807,49.58347982453528,1533.7981049433536,2.130516199076227
apartment,70,autumn,3,96,239.21120856611765,m2,14.681245215286552,110.53723417598815,3316.509463077281,4.649629557576995
detached house,97,summer,96,4,160.0337673771605,m2,52.951425367591774,22.562676280718073,692.1460633909105,0.9613822609271809
apartment,85,autumn,53,29,4074.8421628839005,ft2,2.261381742903006,77.97478845736984,2302.2088422134316,3.219832482637067
